status,country
Deaths,Nigeria
Deaths,Nigeria
Deaths,Nigeria
Deaths,Nigeria
Deaths,Nigeria
Deaths,Nigeria
Deaths,Nigeria
Deaths,Nigeria
Deaths,Nigeria
Deaths,Nigeria
Deaths,Nigeria
Deaths,Nigeria
Deaths,Nigeria
Deaths,Nigeria
Deaths,Nigeria
Deaths,Nigeria
Deaths,Nigeria
Deaths,Nigeria
Deaths,Nigeria
Deaths,Nigeria
Deaths,Nigeria
Deaths,Nigeria
Deaths,Nigeria
Deaths,Nigeria
Deaths,Nigeria
Deaths,Nigeria
Deaths,Nigeria
Deaths,Nigeria
Deaths,Nigeria
Deaths,Nigeria
Deaths,Nigeria
Deaths,Nigeria
Deaths,Nigeria
Deaths,Nigeria
Deaths,Nigeria
Deaths,Nigeria
Deaths,Nigeria
Deaths,Nigeria
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,Senegal
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,UnitedStates
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Spain
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
Deaths,Mali
