Carrier Code,Date,Flight Number,Tail Number,Destination Airport ,Scheduled Departure Time,Actual Departure Time,Scheduled Elapsed Time(Minutes),Actual Elapsed Time(Minutes),Departure Delay(Minutes),Wheels-off Time,Taxi-out Time(Minutes),DelayCarrier(Minutes),DelayWeather(Minutes),DelayNational Aviation System(Minutes),DelaySecurity(Minutes),DelayLate Aircraft Arrival(Minutes),,,,,,,,,,,,,
WN,7/2/2015,419,N207WN,MDW,18:15,18:18,155,147,3,18:27,9,0,0,0,0,0,,,,,,,,,,,,,
WN,7/2/2015,454,N526SW,HOU,11:30,11:26,50,45,-4,11:34,8,0,0,0,0,0,,,,,,,,,,,,,
WN,7/2/2015,554,N733SA,DEN,20:25,20:49,135,142,24,21:01,12,4,0,7,0,20,,,,,,,,,,,,,
WN,7/2/2015,556,N8648A,BWI,6:00,6:20,200,187,20,6:29,9,0,0,0,0,0,,,,,,,,,,,,,
WN,7/2/2015,604,N8649A,DEN,14:50,14:50,130,133,0,15:06,16,0,0,0,0,0,,,,,,,,,,,,,
WN,7/2/2015,622,N7716A,MSY,7:20,7:15,85,78,-5,7:28,13,0,0,0,0,0,,,,,,,,,,,,,
WN,7/2/2015,626,N640SW,HOU,5:35,5:34,45,45,-1,5:46,12,0,0,0,0,0,,,,,,,,,,,,,
WN,7/2/2015,657,N947WN,DAL,17:25,20:46,55,56,201,20:58,12,0,0,1,0,201,,,,,,,,,,,,,
WN,7/2/2015,658,N249WN,DEN,10:45,10:53,130,123,8,11:01,8,0,0,0,0,0,,,,,,,,,,,,,
WN,7/2/2015,664,N908WN,SJC,6:35,6:34,220,193,-1,6:44,10,0,0,0,0,0,,,,,,,,,,,,,
WN,7/2/2015,686,N8639B,MCO,17:25,17:25,155,151,0,17:33,8,0,0,0,0,0,,,,,,,,,,,,,
WN,7/2/2015,709,N624SW,FLL,11:10,11:10,165,163,0,11:21,11,0,0,0,0,0,,,,,,,,,,,,,
WN,7/2/2015,771,N943WN,HOU,18:40,18:53,50,41,13,19:00,7,0,0,0,0,0,,,,,,,,,,,,,
WN,7/2/2015,801,N387SW,DAL,15:35,16:00,60,62,25,16:11,11,6,0,2,0,19,,,,,,,,,,,,,
WN,7/2/2015,829,N756SA,BWI,17:10,17:30,205,193,20,17:42,12,0,0,0,0,0,,,,,,,,,,,,,
WN,7/2/2015,836,N8647A,BNA,13:30,13:23,120,118,-7,13:31,8,0,0,0,0,0,,,,,,,,,,,,,
WN,7/2/2015,857,N778SW,DAL,10:30,11:44,55,50,74,11:51,7,3,0,0,0,66,,,,,,,,,,,,,
WN,7/2/2015,862,N8617E,SJC,18:35,18:39,215,196,4,18:50,11,0,0,0,0,0,,,,,,,,,,,,,
WN,7/2/2015,891,N521SW,LBB,16:20,16:16,70,69,-4,16:27,11,0,0,0,0,0,,,,,,,,,,,,,
WN,7/2/2015,893,N493WN,LAS,5:35,5:34,165,149,-1,5:42,8,0,0,0,0,0,,,,,,,,,,,,,
WN,7/2/2015,1017,N524SW,DAL,6:30,6:26,60,63,-4,6:40,14,0,0,0,0,0,,,,,,,,,,,,,
WN,7/2/2015,1030,N8305E,PHX,12:25,12:22,140,125,-3,12:33,11,0,0,0,0,0,,,,,,,,,,,,,
WN,7/2/2015,1249,N570WN,LAX,5:30,5:38,185,171,8,5:47,9,0,0,0,0,0,,,,,,,,,,,,,
WN,7/2/2015,1255,N778SW,BNA,5:10,5:34,120,170,24,5:42,8,24,0,50,0,0,,,,,,,,,,,,,
WN,7/2/2015,1403,N8617E,LAS,11:25,11:26,165,157,1,11:35,9,0,0,0,0,0,,,,,,,,,,,,,
WN,7/2/2015,1694,N237WN,PHX,7:00,7:00,140,125,0,7:14,14,0,0,0,0,0,,,,,,,,,,,,,
WN,7/2/2015,1901,N371SW,MCO,10:25,11:06,155,156,41,11:13,7,4,0,1,0,37,,,,,,,,,,,,,
WN,7/2/2015,2263,N228WN,DAL,18:40,18:42,55,51,2,18:51,9,0,0,0,0,0,,,,,,,,,,,,,
WN,7/2/2015,2284,N273WN,FLL,16:45,16:46,165,165,1,17:02,16,0,0,0,0,0,,,,,,,,,,,,,
WN,7/2/2015,2495,N957WN,SNA,7:35,7:34,180,160,-1,7:45,11,0,0,0,0,0,,,,,,,,,,,,,
