Date/Time,Lat,Lon,Base
4/1/2014 0:11,40.769,-73.9549,B02512
4/1/2014 0:17,40.7267,-74.0345,B02512
4/1/2014 0:21,40.7316,-73.9873,B02512
4/1/2014 0:28,40.7588,-73.9776,B02512
4/1/2014 0:33,40.7594,-73.9722,B02512
4/1/2014 0:33,40.7383,-74.0403,B02512
4/1/2014 0:39,40.7223,-73.9887,B02512
4/1/2014 0:45,40.762,-73.979,B02512
4/1/2014 0:55,40.7524,-73.996,B02512
4/1/2014 1:01,40.7575,-73.9846,B02512
4/1/2014 1:19,40.7256,-73.9869,B02512
4/1/2014 1:48,40.7591,-73.9684,B02512
4/1/2014 1:49,40.7271,-73.9803,B02512
4/1/2014 2:11,40.6463,-73.7896,B02512
4/1/2014 2:25,40.7564,-73.9167,B02512
4/1/2014 2:31,40.7666,-73.9531,B02512
4/1/2014 2:43,40.758,-73.9761,B02512
4/1/2014 3:22,40.7238,-73.9821,B02512
4/1/2014 3:35,40.7531,-74.0039,B02512
4/1/2014 3:35,40.7389,-74.0393,B02512
4/1/2014 3:41,40.7619,-73.9715,B02512
4/1/2014 4:11,40.753,-74.0042,B02512
4/1/2014 4:15,40.6561,-73.9531,B02512
4/1/2014 4:19,40.725,-73.9844,B02512
4/1/2014 4:20,40.695,-74.1783,B02512
4/1/2014 4:26,40.9859,-74.1578,B02512
4/1/2014 4:27,40.6879,-74.1814,B02512
4/1/2014 4:38,40.6878,-74.1816,B02512
4/1/2014 4:47,40.7234,-73.9974,B02512
4/1/2014 4:49,40.7336,-73.99,B02512
4/1/2014 5:08,40.7141,-74.0094,B02512
4/1/2014 5:12,40.7893,-73.9709,B02512
4/1/2014 5:18,40.7747,-73.991,B02512
4/1/2014 5:19,40.7689,-73.9876,B02512
4/1/2014 5:23,40.7744,-74.0149,B02512
4/1/2014 5:24,40.7393,-73.9974,B02512
4/1/2014 5:24,40.7776,-73.9752,B02512
4/1/2014 5:27,40.6483,-73.7829,B02512
4/1/2014 5:34,40.6907,-74.1782,B02512
4/1/2014 5:36,40.7217,-73.9875,B02512
4/1/2014 5:36,40.7651,-73.9632,B02512
4/1/2014 5:40,40.7437,-73.9985,B02512
4/1/2014 5:43,40.7605,-73.978,B02512
4/1/2014 5:44,40.743,-74.0301,B02512
4/1/2014 5:44,40.743,-74.0301,B02512
4/1/2014 5:49,40.7423,-74.0371,B02512
4/1/2014 5:49,40.7236,-74.0037,B02512
4/1/2014 5:52,40.7723,-73.9527,B02512
4/1/2014 5:52,40.7574,-73.9862,B02512
4/1/2014 5:53,40.7838,-73.9504,B02512
4/1/2014 5:54,40.7711,-73.9871,B02512
4/1/2014 5:56,40.7571,-73.9726,B02512
4/1/2014 5:56,40.7442,-73.9854,B02512
4/1/2014 5:58,40.7166,-74.0144,B02512
4/1/2014 6:00,40.7507,-73.9703,B02512
4/1/2014 6:01,40.7337,-73.9979,B02512
4/1/2014 6:02,40.7236,-74.0111,B02512
4/1/2014 6:03,40.7151,-74.0464,B02512
4/1/2014 6:06,40.7701,-73.9588,B02512
4/1/2014 6:08,40.86,-73.9142,B02512
4/1/2014 6:08,40.7555,-73.9729,B02512
4/1/2014 6:14,40.7249,-74.0355,B02512
4/1/2014 6:14,40.6193,-74.157,B02512
4/1/2014 6:15,40.7753,-73.978,B02512
4/1/2014 6:15,40.7204,-73.9545,B02512
4/1/2014 6:16,40.7772,-73.9595,B02512
4/1/2014 6:17,40.7651,-74.082,B02512
4/1/2014 6:17,40.74,-73.9879,B02512
4/1/2014 6:19,40.7741,-73.9568,B02512
4/1/2014 6:20,40.7599,-73.9944,B02512
4/1/2014 6:21,40.7531,-74.0039,B02512
4/1/2014 6:22,40.7791,-73.9623,B02512
4/1/2014 6:25,40.7382,-74.0033,B02512
4/1/2014 6:31,40.7391,-73.9989,B02512
4/1/2014 6:31,40.7806,-73.982,B02512
4/1/2014 6:32,40.7322,-73.9863,B02512
4/1/2014 6:33,40.7703,-73.966,B02512
4/1/2014 6:34,40.7221,-74.0018,B02512
4/1/2014 6:35,40.7588,-73.9895,B02512
4/1/2014 6:36,40.7677,-73.9656,B02512
4/1/2014 6:37,40.7404,-74.0076,B02512
4/1/2014 6:38,40.7679,-73.9599,B02512
4/1/2014 6:39,40.7694,-73.9852,B02512
4/1/2014 6:40,40.7858,-73.9546,B02512
4/1/2014 6:40,40.7742,-73.9491,B02512
4/1/2014 6:42,40.7703,-73.95,B02512
4/1/2014 6:42,40.7614,-73.9997,B02512
4/1/2014 6:43,40.793,-73.9749,B02512
4/1/2014 6:44,40.7231,-73.9442,B02512
4/1/2014 6:45,40.7874,-73.9545,B02512
4/1/2014 6:47,40.7689,-73.9812,B02512
4/1/2014 6:47,40.7789,-73.9557,B02512
4/1/2014 6:48,40.7271,-74.0054,B02512
4/1/2014 6:52,40.7877,-73.973,B02512
4/1/2014 6:52,40.7255,-74.0092,B02512
4/1/2014 6:54,40.7653,-73.9723,B02512
4/1/2014 6:56,40.7644,-73.9769,B02512
4/1/2014 6:57,40.7726,-73.9532,B02512
4/1/2014 6:59,40.7898,-73.9661,B02512
5/1/2014 0:02,40.7521,-73.9914,B02512
5/1/2014 0:06,40.6965,-73.9715,B02512
5/1/2014 0:15,40.7464,-73.9838,B02512
5/1/2014 0:17,40.7463,-74.0011,B02512
5/1/2014 0:17,40.7594,-73.9734,B02512
5/1/2014 0:20,40.7685,-73.8625,B02512
5/1/2014 0:21,40.7637,-73.9962,B02512
5/1/2014 0:21,40.7252,-74.0023,B02512
5/1/2014 0:25,40.7607,-73.9625,B02512
5/1/2014 0:25,40.7212,-73.9879,B02512
5/1/2014 0:29,40.7255,-73.9986,B02512
5/1/2014 0:32,40.6467,-73.7901,B02512
5/1/2014 0:40,40.7613,-73.9788,B02512
5/1/2014 0:56,40.7807,-73.9497,B02512
5/1/2014 1:00,40.7585,-73.9708,B02512
5/1/2014 1:02,40.7163,-73.9895,B02512
5/1/2014 1:06,40.7265,-73.9958,B02512
5/1/2014 1:13,40.7559,-73.9867,B02512
5/1/2014 1:13,40.7671,-73.9956,B02512
5/1/2014 1:20,40.7707,-73.9944,B02512
5/1/2014 1:22,40.7607,-73.9784,B02512
5/1/2014 1:25,40.7382,-74.0096,B02512
5/1/2014 1:26,40.759,-73.9725,B02512
5/1/2014 1:27,40.7456,-73.9915,B02512
5/1/2014 1:28,40.7285,-74.0044,B02512
5/1/2014 1:32,40.7218,-73.9921,B02512
5/1/2014 1:45,40.744,-73.9877,B02512
5/1/2014 1:48,40.71,-74.0091,B02512
5/1/2014 2:00,40.7412,-74.0078,B02512
5/1/2014 2:13,40.7508,-74.0056,B02512
5/1/2014 2:18,40.7621,-73.976,B02512
5/1/2014 2:40,40.7575,-73.9688,B02512
5/1/2014 2:48,40.7549,-73.9864,B02512
5/1/2014 2:59,40.7596,-73.9726,B02512
5/1/2014 3:01,40.7284,-73.9997,B02512
5/1/2014 3:13,40.7246,-73.9936,B02512
5/1/2014 3:19,40.7156,-73.9898,B02512
5/1/2014 3:21,40.7467,-73.9846,B02512
5/1/2014 3:28,40.7144,-74.038,B02512
5/1/2014 3:28,40.7144,-74.038,B02512
5/1/2014 3:31,40.8276,-73.9454,B02512
5/1/2014 3:44,40.7562,-73.9931,B02512
5/1/2014 3:50,40.7299,-73.9868,B02512
5/1/2014 3:57,40.7762,-73.9499,B02512
5/1/2014 3:58,40.7538,-73.9774,B02512
5/1/2014 3:58,40.6819,-73.685,B02512
5/1/2014 4:04,40.758,-73.9892,B02512
5/1/2014 4:13,40.7469,-74.0078,B02512
5/1/2014 4:15,40.7663,-73.9916,B02512
5/1/2014 4:17,40.7196,-74.0085,B02512
5/1/2014 4:17,40.7196,-74.0085,B02512
5/1/2014 4:21,40.7852,-73.9712,B02512
5/1/2014 4:24,40.7553,-73.9723,B02512
5/1/2014 4:25,40.7753,-73.9904,B02512
5/1/2014 4:28,40.754,-73.9773,B02512
5/1/2014 4:28,40.754,-73.9773,B02512
5/1/2014 4:35,40.7572,-73.9625,B02512
5/1/2014 4:41,40.7695,-73.9621,B02512
5/1/2014 4:43,40.7827,-73.9728,B02512
5/1/2014 4:44,40.7656,-73.9629,B02512
5/1/2014 4:51,40.7232,-73.5771,B02512
5/1/2014 4:51,40.6954,-74.178,B02512
5/1/2014 4:58,40.7605,-73.9873,B02512
5/1/2014 5:00,40.7101,-74.001,B02512
5/1/2014 5:01,40.762,-73.982,B02512
5/1/2014 5:05,40.7137,-73.9631,B02512
5/1/2014 5:06,40.7762,-73.9603,B02512
5/1/2014 5:07,40.7521,-73.9813,B02512
5/1/2014 5:08,40.7797,-73.9783,B02512
5/1/2014 5:17,40.774,-73.9824,B02512
5/1/2014 5:17,40.7388,-74.0027,B02512
5/1/2014 5:18,40.7781,-73.9749,B02512
5/1/2014 5:21,40.7612,-73.9995,B02512
5/1/2014 5:23,40.7592,-74.0234,B02512
5/1/2014 5:24,40.8895,-73.7939,B02512
5/1/2014 5:27,40.7449,-73.9772,B02512
5/1/2014 5:27,40.7449,-73.9772,B02512
5/1/2014 5:29,40.6951,-74.1784,B02512
5/1/2014 5:30,40.7705,-73.9857,B02512
5/1/2014 5:34,40.7327,-74.0088,B02512
5/1/2014 5:35,40.7985,-73.9729,B02512
5/1/2014 5:36,40.7486,-73.9737,B02512
5/1/2014 5:38,40.7372,-74.0372,B02512
5/1/2014 5:38,40.7372,-74.0372,B02512
5/1/2014 5:38,40.7912,-73.9651,B02512
5/1/2014 5:39,40.7323,-73.9941,B02512
5/1/2014 5:40,40.7828,-73.9797,B02512
5/1/2014 5:40,40.7828,-73.9797,B02512
5/1/2014 5:41,40.7179,-73.9895,B02512
5/1/2014 5:46,40.729,-74.0066,B02512
5/1/2014 5:49,40.8109,-74.1575,B02512
5/1/2014 5:49,40.7149,-74.0065,B02512
5/1/2014 5:56,40.7186,-74.0079,B02512
5/1/2014 6:03,40.7745,-73.9838,B02512
5/1/2014 6:03,40.7753,-73.9901,B02512
5/1/2014 6:07,40.7204,-74.0085,B02512
5/1/2014 6:07,40.7175,-74.0022,B02512
5/1/2014 6:07,40.7321,-73.9885,B02512
5/1/2014 6:08,40.7273,-73.9922,B02512
6/1/2014 0:00,40.7293,-73.992,B02512
6/1/2014 0:01,40.7131,-74.0097,B02512
6/1/2014 0:04,40.3461,-74.661,B02512
6/1/2014 0:04,40.7555,-73.9833,B02512
6/1/2014 0:07,40.688,-74.1831,B02512
6/1/2014 0:08,40.7152,-73.9917,B02512
6/1/2014 0:08,40.7282,-73.991,B02512
6/1/2014 0:08,40.3042,-73.9794,B02512
6/1/2014 0:09,40.727,-73.9915,B02512
6/1/2014 0:10,40.7221,-73.9965,B02512
6/1/2014 0:11,40.7153,-74.0146,B02512
6/1/2014 0:15,40.6176,-74.0197,B02512
6/1/2014 0:16,40.7025,-73.9897,B02512
6/1/2014 0:17,40.735,-74.165,B02512
6/1/2014 0:17,40.7357,-74.0068,B02512
6/1/2014 0:18,40.6904,-73.9572,B02512
6/1/2014 0:19,40.7384,-73.9857,B02512
6/1/2014 0:20,40.7406,-74.0066,B02512
6/1/2014 0:21,40.7535,-73.9813,B02512
6/1/2014 0:21,40.722,-73.9804,B02512
6/1/2014 0:23,40.8095,-74.1037,B02512
6/1/2014 0:23,40.7482,-73.9745,B02512
6/1/2014 0:30,40.7043,-73.933,B02512
6/1/2014 0:32,40.7298,-73.9898,B02512
6/1/2014 0:32,40.7397,-74.0053,B02512
6/1/2014 0:34,40.7607,-74.0025,B02512
6/1/2014 0:37,40.7578,-73.9703,B02512
6/1/2014 0:39,40.7349,-73.985,B02512
6/1/2014 0:39,40.7133,-73.9775,B02512
6/1/2014 0:40,40.7273,-73.9936,B02512
6/1/2014 0:40,40.761,-73.6035,B02512
6/1/2014 0:44,40.7401,-73.9901,B02512
6/1/2014 0:46,40.7261,-73.9835,B02512
6/1/2014 0:48,40.7406,-74.0086,B02512
6/1/2014 0:49,40.6975,-73.9373,B02512
6/1/2014 0:53,40.7428,-73.9806,B02512
6/1/2014 0:55,40.7667,-74.2016,B02512
6/1/2014 0:59,40.7053,-73.9394,B02512
6/1/2014 0:59,40.7181,-73.6795,B02512
6/1/2014 1:00,40.7431,-73.9848,B02512
6/1/2014 1:00,40.7395,-74.0021,B02512
6/1/2014 1:01,40.7816,-73.7183,B02512
6/1/2014 1:01,40.8192,-73.9019,B02512
6/1/2014 1:02,40.7335,-74.0037,B02512
6/1/2014 1:04,40.7404,-74.0083,B02512
6/1/2014 1:09,40.796,-74.4726,B02512
6/1/2014 1:14,40.7397,-74.0081,B02512
6/1/2014 1:15,40.7233,-73.9855,B02512
6/1/2014 1:18,40.7535,-73.9851,B02512
6/1/2014 1:25,40.7978,-74.4777,B02512
6/1/2014 1:32,40.299,-73.9811,B02512
6/1/2014 1:37,40.7343,-74.166,B02512
6/1/2014 1:38,40.7392,-73.9953,B02512
6/1/2014 1:40,41.0169,-73.7182,B02512
6/1/2014 1:41,40.7196,-73.9995,B02512
6/1/2014 1:52,40.7398,-74.0054,B02512
6/1/2014 1:56,40.7295,-74.0084,B02512
6/1/2014 2:03,40.7408,-74.0079,B02512
6/1/2014 2:04,40.7381,-74.0089,B02512
6/1/2014 2:05,40.742,-74.0077,B02512
6/1/2014 2:15,40.6736,-73.992,B02512
6/1/2014 2:19,40.7195,-73.9887,B02512
6/1/2014 2:21,40.7144,-73.9651,B02512
6/1/2014 2:26,40.7621,-73.9747,B02512
6/1/2014 2:27,40.74,-74.0055,B02512
6/1/2014 2:32,40.762,-73.9936,B02512
6/1/2014 2:40,40.7175,-74.0055,B02512
6/1/2014 2:41,40.7521,-73.9954,B02512
6/1/2014 2:47,40.7222,-73.9588,B02512
