Date/Time,Lat,Lon,Base
6/1/2014 2:50,40.719,-73.9888,B02512
6/1/2014 2:51,40.6564,-73.6453,B02512
6/1/2014 2:53,40.7261,-73.9918,B02512
6/1/2014 2:54,40.7191,-73.9892,B02512
6/1/2014 2:58,40.7286,-73.9954,B02512
6/1/2014 3:10,40.7615,-73.975,B02512
6/1/2014 3:11,40.7278,-73.9991,B02512
6/1/2014 3:14,40.7503,-73.9839,B02512
6/1/2014 3:19,40.7389,-74.0081,B02512
6/1/2014 3:23,40.775,-73.9907,B02512
6/1/2014 3:32,40.7054,-74.0072,B02512
6/1/2014 3:35,40.7303,-74.0025,B02512
6/1/2014 3:36,40.7347,-73.9924,B02512
6/1/2014 4:03,40.7224,-73.9878,B02512
6/1/2014 4:51,40.6982,-73.462,B02512
6/1/2014 4:54,40.6449,-73.7818,B02512
6/1/2014 4:56,40.645,-73.782,B02512
6/1/2014 5:07,40.7699,-73.9843,B02512
6/1/2014 5:10,40.7372,-73.9967,B02512
6/1/2014 5:14,40.6448,-73.7826,B02512
6/1/2014 5:48,40.7228,-74.0019,B02512
6/1/2014 6:19,40.736,-73.9792,B02512
6/1/2014 6:21,40.7536,-73.9915,B02512
6/1/2014 6:24,40.7615,-73.9881,B02512
6/1/2014 6:25,40.8525,-73.8281,B02512
6/1/2014 6:27,40.7554,-73.9738,B02512
6/1/2014 6:35,40.7543,-73.9817,B02512
6/1/2014 6:37,40.7751,-73.9633,B02512
6/1/2014 6:46,40.6952,-74.1784,B02512
6/1/2014 6:51,40.7621,-73.9817,B02512
6/1/2014 6:50,40.7622,-73.9816,B02512
6/1/2014 6:52,40.7623,-73.9815,B02512
